Produit,Utilisateur,Date,Fiabilité,score,content
Samsung,lonewolf717,Commenté en France le 29 décembre 2019,Achat vérifié,5.0,"Enfin je retrouve un vrai SAMSUNG GALAXY avec ses qualités et sa navigation guidée !! Mon J7 m'avait déçu, au point de racheter  (et oui un  SAMSUNG quand même)  ce A10 au bout d'à peine CINQ MOIS !! Extrêmement intuitif, il est cependant hyper-paramétrable, et il faut donc bien prendre le temps de le découvrir..Peut-être un peu trop de paramètres ?? Débutants à exclure, mais pour des utilisateurs habitués, la complexité des paramètres devient un avantage pour sa personnalisation à l'extrême !! J'adore ! !  Et le prix est hyper-attractif.."
Samsung,Steige,Commenté en France le 28 décembre 2019,Achat vérifié,2.0,la langue du portable n'est meme pas en francais.....Une honte pour un portable vendu en france....A éviter
Samsung,RAMOUCHE Christian,Commenté en France le 28 décembre 2019, ? ,4.0,Pour téléphoner pour jouer et naviguer sur Internet prend des belles photos
Samsung,Le Jurassien ,Commenté en France le 28 décembre 2019,Achat vérifié,5.0,Excellent
Samsung,Linette,Commenté en France le 27 décembre 2019,Achat vérifié,5.0,"Cela fait 2 semaines que je m'en sert et pour l'instant, j'en suis très satisfaite bien que je n'ai pas encore utilisé toutes les fonctions. Niveau qualité-prix, c'est super."
Samsung,Navarrete,Commenté en France le 26 décembre 2019,Achat vérifié,4.0,Téléphone d'entrée de gamme avec de bons composants. Ecran et appreil photo de bonne qualité
Samsung,Del,Commenté en France le 26 décembre 2019,Achat vérifié,5.0,Top
Samsung,Breil bgb313,Commenté en France le 26 décembre 2019,Achat vérifié,5.0,Commandé le 22 reçu pour Noël  Merci vraiment trop cool !!!!
Samsung,BAKOU FOFANA,Commenté en France le 26 décembre 2019,Achat vérifié,4.0,Très satisfait
Samsung,Dounia,Commenté en France le 25 décembre 2019,Achat vérifié,4.0,Super téléphone qualité prix juste un petit problème je n'ai pas reçu le fil alimentation lié au chargeur. Comment puis je contacter le support technique s'il vous plaît
Samsung,Math443,Commenté en France le 25 décembre 2019,Achat vérifié,4.0,Pour un SAMSUNG à ce prix : très bon rapport qualité prix et bonne autonomie.
Samsung,SAMUEL,Commenté en France le 25 décembre 2019,Achat vérifié,4.0,Très bien correct on verra dans le temps
Samsung,F. David,Commenté en France le 25 décembre 2019,Achat vérifié,5.0,"J'avais lu sur des critiques que l'écran était une ancienne génération qui tirait un peu vers le bleu. Mais il n'en est rien l'écran est parfait aussi bien en terme de couleur qu'en terme de luminosité.Parfait, mes filles sont ravies des deux téléphones.Deux défauts :- documentation en italien... Bizarre- écouteurs blancs avec un téléphone noir, c'est assez laid :)"
Samsung,coutagne,Commenté en France le 25 décembre 2019,Achat vérifié,5.0,Tres bon téléphone de qualité.
Samsung,Client d'Amazon,Commenté en France le 25 décembre 2019,Achat vérifié,5.0,Très bon produit livraison très rapide quitté vraiment rien n'a dire
Samsung,Soaime,Commenté en France le 24 décembre 2019, ? ,5.0,"Rien à  dire , joli cadeau pour un membre de mon entourage,  puissant , beau, manque juste un peu de robustese d'où l'achat de pochette et protection écran indispensable."
Samsung,Client d'Amazon,Commenté en France le 24 décembre 2019,Achat vérifié,4.0,très bon téléphone pour qui comme moi utilise très peu de portable
Samsung,ta,Commenté en France le 23 décembre 2019,Achat vérifié,1.0,"Attention à éviter. ...téléphone ne reconnaît plus carte sim.  Vendeur ne répond pas aux messages/amazon ne garantit pas au delà de 30 jours.  Impossible d'appliquer la garantie fabricant car téléphone vient de Malaisie....  Passez votre chemin, éviter Amazon!"
Samsung,Xavier FRERE,Commenté en France le 22 décembre 2019,Achat vérifié,5.0,Smartphone très performant. Correspond exactement à ce que je recherchais. Rapport qualité prix au top. Ce smartphone n'a rien à envier des autres beaucoup plus chers. Facile d'utilisation. Bel écran bien lumineux. Très appréciable la carte mémoire de 32 Go livrée avec. Finalement en plus des 32 Go de mémoire interne (soit donc au total 64 Go). Livraison rapide et sérieuse. 5 étoiles largement mérité.
Samsung,Sansan,Commenté en France le 22 décembre 2019,Achat vérifié,5.0,"Très bon produit  je ne comprends pas les commentaires  négatifs à son sujet. Il est facile à prendre en main ,fluide. Je recommande."
Samsung,traore,Commenté en France le 21 décembre 2019,Achat vérifié,5.0,Super !!! Je recommande !
Samsung,Mahot Maud,Commenté en France le 21 décembre 2019, ? ,5.0,Produit parfait.ravie de mon achat .
Samsung,Client d'Amazon,Commenté en France le 20 décembre 2019,Achat vérifié,5.0,Pour mon petit fils !
Samsung,alexandra,Commenté en France le 19 décembre 2019,Achat vérifié,5.0,Parfait
Samsung,langlois,Commenté en France le 18 décembre 2019,Achat vérifié,5.0,Super telephone.j'en suis ravie
Samsung,Claude,Commenté en France le 18 décembre 2019,Achat vérifié,5.0,Excellent smartphone pour un prix raisonnable
Samsung,GT,Commenté en France le 18 décembre 2019,Achat vérifié,5.0,"Pas de surprise, très pratique, format correct, je ne vois pas d'inconvénient particulier."
Samsung,Client d'Amazon,Commenté en France le 17 décembre 2019,Achat vérifié,5.0,Très contente c'est le 2ème que j'achète !
Samsung,Philippe,Commenté en France le 17 décembre 2019,Achat vérifié,4.0,Parfait pour débuter l'expérience du smartphone.
Samsung,brugere anne-gaelle,Commenté en France le 16 décembre 2019,Achat vérifié,5.0,Rien à redire
Samsung,Doucoure,Commenté en France le 14 décembre 2019,Achat vérifié,5.0,Bien
Samsung,Client d'Amazon,Commenté en France le 14 décembre 2019,Achat vérifié,5.0,Rien à redire
Samsung,arnaques - creation site aide informatique tests,Commenté en France le 13 décembre 2019,Achat vérifié,2.0,téléphone bien recu mais en version italienne avec la surcouche et toute ses cochonneries !!c'est pénible de ne pas avoir un produit bien français !attention au prix qui fait du yoyo aussi (j'ai fais une video à ce sujet sur ma chaine ipc caen service informatique).
Samsung,Ajavon,Commenté en France le 13 décembre 2019,Achat vérifié,4.0,"Bon Produit testé en tout sens pour un usage ordinaire. Rapport qualité Prix très intéressant. Vivement conseillé pour tous ceux qui n'utilisent le téléphone portable pour... Téléphoner, lire les messages regarder des vidéos, prendre des photos...un usage quotidien."
Samsung,magda,Commenté en France le 13 décembre 2019,Achat vérifié,5.0,"Il est en tout point fidèle à mes attentes, sauf la touche tactile du ""n"" qui coince un peu. Je regrette juste ne pas avoir encore obtenu le remboursement des 30€ alors du fabricant alors que la demande a bien été enregistrée et qu'ils ont bien donné leur accord."
Samsung,brouillaud,Commenté en France le 13 décembre 2019,Achat vérifié,4.0,"Bon rapport qualité prix. Je l'ai acheté pour une amie qui part à l'étranger. Je l'ai configuré et j'ai rajouté une carte micro sd. Elle me dira son commentaire dans un mois. Et petit bémol, mais c'est Samsung, au démarrage, Samsung tente de vous installer de nombreuses appli, il suffit de les ignorer, cela permet de gagner des Go sur le tel. Donc à voir dans le temps...."
Samsung,vandevyvere,Commenté en France le 13 décembre 2019,Achat vérifié,4.0,Très ravi livraison rapide et contente de mon achat
Samsung,delos,Commenté en France le 12 décembre 2019,Achat vérifié,5.0,"téléphone neuf, reçu 10 jours à l'avance"
Samsung,Butterfly,Commenté en France le 12 décembre 2019,Achat vérifié,5.0,"Tres bon téléphone, fonctionne parfaitement .acheté en septembre 2019"
Samsung,metayer joel,Commenté en France le 12 décembre 2019,Achat vérifié,5.0,"Délai correct ainsi que le prix et article tout à fait conforme , reste à voir dans le temps"
Samsung,Client d'Amazon,Commenté en France le 12 décembre 2019,Achat vérifié,5.0,Bon rapport qualité prix !!!
Samsung,Bebmimy,Commenté en France le 11 décembre 2019,Achat vérifié,5.0,Bon produit
Samsung,Flahaut ,Commenté en France le 11 décembre 2019,Achat vérifié,4.0,J'avais besio  d'un téléphone.
Samsung,bouisset,Commenté en France le 11 décembre 2019,Achat vérifié,5.0,Bon rapport qualité / prix pour une entrée de gamme.Taille correcte / Bonne qualité de photos / Bonne autonomie aussi bien en veille qu'en communication.Ergonomique et facile d'utilisation.Seul bémol : écran tactile qui manque parfois de réactivité.Je recommande.
Samsung,Client d'Amazon,Commenté en France le 11 décembre 2019,Achat vérifié,1.0,un cadeau - c'est raté...
Samsung,alexistiti,Commenté en France le 11 décembre 2019,Achat vérifié,4.0,téléphone fonctionne très bien mais par moment les application se ferme tout seul on a remis tout a zéro et recommencer mais sa arrive te temps en temps mais pour le prix et une utilisation simple il et très bien la batterie tien très bien la journée je recommande vivement.
Samsung,Missllolita,Commenté en France le 11 décembre 2019,Achat vérifié,5.0,Très bon téléphone portable
Samsung,Client d'Amazon,Commenté en France le 11 décembre 2019,Achat vérifié,4.0,Très bien.Téléphone facile à utiliser.Je recommande
Samsung,linard,Commenté en France le 10 décembre 2019,Achat vérifié,5.0,Au top
Samsung,Nw,Commenté en France le 10 décembre 2019,Achat vérifié,5.0,Bien
Samsung,Julia ,Commenté en France le 9 décembre 2019,Achat vérifié,1.0,"Vraiment déçu du produit,  pourtant habitué à Samsung.  C'était pour un cadeau et j'ai du vous retourner l article car les appels wifi ne fonctionnent pas et la qualité photo est très moyenne.  J'ai commandé un autre en espérant que ça sera mieux.  Service  après-vente Amazon rapide mais côté efficacité il faut pas attendre des miracles.  La personne m'as simplement dit de ne plus acheter ce genre de téléphone,  et n'as pas su me renseigner sur mon problème.  Très déçu."
Samsung,Client d'Amazon,Commenté en France le 9 décembre 2019,Achat vérifié,5.0,Acheté pour le prix attractif. Après une petite frayeur (écrit en italien quand on l'allume) le menu s'affiche en français dès qu'on met la puce de l'opérateur. Ergonomique (j'adore les SAMSUNG pour cela). Les photos sont d'excellente qualité pour un portable. Seul bémol : la batterie ne se change pas donc il faudra en acheter un autre dès qu'il montrera des signes de faiblesse.
Samsung,BERNARD BAUDET,Commenté en France le 9 décembre 2019,Achat vérifié,4.0,Ceci est un cadeau
Samsung,E,Commenté en France le 9 décembre 2019,Achat vérifié,5.0,"Article qualitée/ prix franchement pas chère Pour un Samsung de cette qualitée . micro sd de 32 en plus ! Tient bien la charge écran 6,2 pouces parfait je conseille vraiment"
Samsung,Client d'Amazon,Commenté en France le 9 décembre 2019,Achat vérifié,4.0,"Mon fils en est très satisfait.En effet, Il voulait dans un premier temps un téléphone de haute gamme bien plus cher.Mais ce téléphone réuni tout les besoins et qualités nécessaire pour utilisation intensif par des adolescents."
Samsung,1,Commenté en France le 8 décembre 2019,Achat vérifié,5.0,Bien
Samsung,Client d'Amazon,Commenté en France le 8 décembre 2019,Achat vérifié,4.0,"Le prix,sa simplicité, sa technologie"
Samsung,Footy,Commenté en France le 8 décembre 2019,Achat vérifié,5.0,Superbe
Samsung,Zizou,Commenté en France le 7 décembre 2019,Achat vérifié,5.0,Article tres bien adapteMerci
Samsung,peluchon-le bris,Commenté en France le 7 décembre 2019,Achat vérifié,5.0,parfait
Samsung,goncalves maria,Commenté en France le 6 décembre 2019,Achat vérifié,5.0,"Je l adore,il est parfait"
Samsung,AUDU,Commenté en France le 6 décembre 2019,Achat vérifié,1.0,"Bonjour, Suite à ma réclamation, je devais vous tenir au courant de la suite donnée. Après un envoi de mon téléphone chez Samsung on me réclame plus cher que le téléphone neuf pour avoir une réparation. On me note de l'oxydation alors que c'est moi qui l'utilise et je ne l'ai pas mis sous l'eau. Je regrette vraiment de ne pas avoir pris l'assurance et je vais devoir en acheter un autre."
Samsung,isabelle,Commenté en France le 6 décembre 2019,Achat vérifié,1.0,Je vous le déconseille. Il n est même pas configuré en francais. Il est en polonais et bien sur livrer sans notice française.
Samsung,Client d'Amazon,Commenté en France le 6 décembre 2019,Achat vérifié,4.0,tres bien
Samsung,Btiss,Commenté en France le 6 décembre 2019,Achat vérifié,5.0,"bon produit au vue du prix,qualité d'un Samsung"
Samsung,Client d'Amazon,Commenté en France le 6 décembre 2019,Achat vérifié,4.0,Léger facile 1er téléphone pour pré ado o top
Samsung,anne marie goffart,Commenté en France le 6 décembre 2019,Achat vérifié,5.0,Aucun
Samsung,Client d'Amazon,Commenté en France le 6 décembre 2019,Achat vérifié,5.0,un peu grand
Samsung,Client d'Amazon,Commenté en France le 6 décembre 2019,Achat vérifié,4.0,Bon produit et bon rapport qualité prix
Samsung,Brunet,Commenté en France le 5 décembre 2019,Achat vérifié,5.0,Super produit
Samsung,MESSUD Michel,Commenté en France le 5 décembre 2019,Achat vérifié,5.0,"Excellentes fonctionnalités, applications très intéressantes et très bonne autonomie."
Samsung,sp,Commenté en France le 5 décembre 2019,Achat vérifié,3.0,LA PRISE CHARGEUR NE FONCTIONNE PAS !!!!!
Samsung,husson p.,Commenté en France le 5 décembre 2019,Achat vérifié,5.0,Très bon production raport
Samsung,Séverine,Commenté en France le 4 décembre 2019,Achat vérifié,4.0,Parfait
Samsung,Sébastien Lopez,Commenté en France le 4 décembre 2019,Achat vérifié,5.0,Excellente prise en main. L'OS Android est très bien customisé.Malheureusement au lieu du modèle en noir j'ai eu le bleu.
Samsung,Kebe,Commenté en France le 4 décembre 2019,Achat vérifié,5.0,Ce très bien je suis content pour a10
Samsung,dhenry,Commenté en France le 4 décembre 2019,Achat vérifié,5.0,Ras
Samsung,Client d'Amazon,Commenté en France le 3 décembre 2019,Achat vérifié,4.0,"Excellent rapport qualité prix.Produit de bonne facture, permettant de se connecter à peu de frais."
Samsung,Marie paule,Commenté en France le 3 décembre 2019,Achat vérifié,2.0,"Ecran très fragile, au bout de 3 jours le portable est tombé avec la housse il s'est brisé, déçu de la qualité"
Samsung,Client d'Amazon,Commenté en France le 1 décembre 2019,Achat vérifié,5.0,"il été  presque impossible d'utilisé le téléphone  le tactile été tes tre long a utilisé ,le l'est montre pour un technicien , il a constater que le téléphoné été sur mode aveugle , pour 10 euro j'ai évité un retour  a amazone , désolé pour la gène occasionnertrès beau téléphoné, très beau qualité prixcordialement"
Samsung,Kapi,Commenté en France le 1 décembre 2019,Achat vérifié,4.0,Bonne qualité
Samsung,réjane le dantec,Commenté en France le 30 novembre 2019,Achat vérifié,5.0,beau produit
Samsung,Momo2203,Commenté en France le 30 novembre 2019,Achat vérifié,4.0,"Si vous ne lisez pas le mode d'emploi, vous aurez du mal à insérer la/les cartes sim et mémoire, une découverte pour moi, je ne connaissais pas du tout ce système.Il me faut le temps de m'habituer, je ne serais pas objectif en disant que je regrette mon ancien A60 pro de Blackview, déjà un plus, il y a la puce NFC."
Samsung,Ulrich md,Commenté en France le 30 novembre 2019,Achat vérifié,5.0,Ce portable est tres bien rapport qualité prix au top
Samsung,Client d'Amazon,Commenté en France le 29 novembre 2019,Achat vérifié,5.0,Super portable pour le prix. En plus jai6eu la carte mémoire 32go. Super portable
Samsung,niflore linda,Commenté en France le 28 novembre 2019,Achat vérifié,5.0,Super produit fonctionne très bien
Samsung,Alexia ,Commenté en France le 28 novembre 2019, ? ,5.0,Ma maman est ravie de son nouveau téléphone! Bel esthétique et facile d’utilisation!
Samsung,Client d'Amazon,Commenté en France le 28 novembre 2019,Achat vérifié,5.0,Très bien
Samsung,dominique,Commenté en France le 28 novembre 2019,Achat vérifié,5.0,trés bon produit
Samsung,loulouta,Commenté en France le 27 novembre 2019,Achat vérifié,5.0,"Magnifique, c'est tout ce que j'ai à dire"
Samsung,Flavie P,Commenté en France le 27 novembre 2019,Achat vérifié,4.0,"Produit reçu ce jour pour le noël de ma fille de 15 ans, je l'ai testé pour le configurer, impeccable, rien à dire, c'est aussi simple que n importe quel autre smartphone, juste a modifier la langue au démarrage.J ai pris le temps de prendre quelques photos et c'est aussi top pour un téléphone de moyenne gamme.Ma fille sera ravie! Je recommande!"
Samsung,Thomas,Commenté en France le 27 novembre 2019,Achat vérifié,5.0,Excellent smartphone ! L'écran est de bonne qualité et une luminosité agréable avec le filtre à lumière bleue intégré.Il est rapide et a un grand écran.Il envoie beaucoup de son et les vidéos sont agréables à regarder avec l'écran casi bordomless.Il a un bon appareil photo.Je suis très content de ce portable !Je suis arrivé au point de me demander comment le A80 peut exister alors que ce A10 paraît parfait.
Samsung,ANDREANI,Commenté en France le 26 novembre 2019,Achat vérifié,5.0,Achat pour ma fille de 17 ans très satisfaite de son cadeau 👍🏾👍🏾👍🏾
Samsung,Funun.ha,Commenté en France le 26 novembre 2019,Achat vérifié,5.0,Perfect
Samsung,christian 24,Commenté en France le 26 novembre 2019,Achat vérifié,5.0,Pour être connecté en remplacement de mon J5 qui a fait une chute. Super écran très fin bonne prise en main en un mot très bon portable a bon prix
Samsung,Client d'Amazon,Commenté en France le 25 novembre 2019,Achat vérifié,5.0,Super qualité prix. Merci
Samsung,Bathily Hawa,Commenté en France le 25 novembre 2019,Achat vérifié,5.0,Léger et classe !
Samsung,PLS,Commenté en France le 25 novembre 2019,Achat vérifié,5.0,"Correspond à la description, fais bien ce qu'on lui demande."
Samsung,Kam'S,Commenté en France le 25 novembre 2019,Achat vérifié,1.0,Déçus bien déçus  pensais recevoir un article neuf alors que je constat que les Etiquettes contrôles ont été coupes une 1er fois (photos joints)
Samsung,Allanic natacha,Commenté en France le 25 novembre 2019,Achat vérifié,5.0,Super.  Très bon portable j en suis contente.  Pour une entrée de gamme il est très fonctionnel et très bien.  Je recommande
Samsung,COTTEAU C.,Commenté en France le 25 novembre 2019,Achat vérifié,5.0,Téléphone parfait! Répond à toutes mes attentes !
Samsung,Choupi,Commenté en France le 25 novembre 2019,Achat vérifié,5.0,Jamais déçue de samsung
Samsung,Raphaël,Commenté en France le 25 novembre 2019,Achat vérifié,4.0,Confirme à la description du produit
Samsung,Client d'Amazon,Commenté en France le 24 novembre 2019,Achat vérifié,5.0,usage courant tous les jours excellent produit
Samsung,Dan,Commenté en France le 24 novembre 2019,Achat vérifié,4.0,Bon portable pour une personne debutante prise en main facile facilité d utilisation prix et qualité au top
Samsung,Tizi Oualou Merfoud,Commenté en France le 24 novembre 2019,Achat vérifié,5.0,J'aime trop les Samsung car ils sont les plus facile à manipuler
Samsung,suzy,Commenté en France le 23 novembre 2019,Achat vérifié,5.0,"J'avais besoin d'un smartphone avec plus de mémoire et sans me ruiner, je suis comblée. rapide à mettre en route, relativement simple même ci je n'exploite pas toutes les fonctionnalités. Je peux enfin cumuler les applications. Je recommande."
Samsung,parent stephane,Commenté en France le 23 novembre 2019,Achat vérifié,5.0,"Bonne définition d'image, le côté tactile est fluide avec une bonne sensibilité. J'ai choisi comme la connexion la reconnaissance faciale.  La mise en marche est très facile.J'en suis ravie"
Samsung,Nina 25,Commenté en France le 23 novembre 2019,Achat vérifié,5.0,"C est pour mes garçons de 14ans.Impeccable, répond à tous nos critères"
Samsung,Julien Riou,Commenté en France le 23 novembre 2019,Achat vérifié,5.0,Top fonctionne très bien
Samsung,ZAb,Commenté en France le 23 novembre 2019,Achat vérifié,4.0,Ras
Samsung,Israesafaa,Commenté en France le 22 novembre 2019,Achat vérifié,5.0,"ponctuel avec une carte memoire de 32 G cadeau , c'etait genereu"
Samsung,Colette Berete,Commenté en France le 22 novembre 2019,Achat vérifié,5.0,Je suis trop contente merci beaucoup
Samsung,Eva joliekoeur,Commenté en France le 22 novembre 2019,Achat vérifié,5.0,Très bon. Produit  pour un prix raisonnable
Samsung,ThierryZ,Commenté en France le 21 novembre 2019,Achat vérifié,1.0,J'ai choisi en faisant attention  comme vendeur Samsung et bien non. C'est Elec machin et le téléphone est en cyrillique comme la doc.Je l'offrais a des personnes âgées et il est inutilisable.Je me pose la question de le renvoyer. Au moins quand j'achète du chinois il arrive en anglais avec une doc française
Samsung,Jc,Commenté en France le 21 novembre 2019,Achat vérifié,5.0,Génial
Samsung,Anonyme,Commenté en France le 21 novembre 2019,Achat vérifié,4.0,"Livraison okBon étatChargeur aux normes européennes !Carte SD, écouteur et câble USBJe n'est eu aucun problème de réseau pour ma partEn revanche les amateurs des photos seront déçusIl faudra un peut de temps pour s'adapter au téléphone qui est légèrement différent de la plupart des Samsung, la charge est rapide, beaucoup de choses à paramétrer, bonne autonomie j'arrive à tenir 2 jours sans charger (bien sur cela dépend de votre utilisation)"
Samsung,Client d'Amazon,Commenté en France le 21 novembre 2019,Achat vérifié,5.0,Cadeaux pour mon mari. Il est trop satisfait
Samsung,Cédric ,Commenté en France le 21 novembre 2019,Achat vérifié,4.0,"Bonne prise en main, fait le boulot, a tendance à ralentir quand plusieurs applications ouvertes."
Samsung,karim bouyahi,Commenté en France le 20 novembre 2019,Achat vérifié,4.0,Pour le jour d aujourd'hui c'est bon . Depuis une semaine que je possède ce téléphone portable
Samsung,Letanneur,Commenté en France le 19 novembre 2019,Achat vérifié,5.0,"Bonjours,tres bon raport qualité prix,réception en 24h est tout est dedans de la carte 32gb à l alimentation francaise et les ecouteurs mains libres."
Samsung,Client d'Amazon,Commenté en France le 18 novembre 2019,Achat vérifié,2.0,Ne recouvre pas totalement l'écran d'un galaxy a 50Très deçu pour 12€ soit disant premium ++etcA éviter
Samsung,Rouquette,Commenté en France le 18 novembre 2019,Achat vérifié,5.0,j'apprécie cet appareil au fil du temps et des besoins
Samsung,Djimi,Commenté en France le 18 novembre 2019,Achat vérifié,5.0,C'est ma deuxième fois que j'avais commandé cet article  je trouve très bien
Samsung,Eloze,Commenté en France le 17 novembre 2019,Achat vérifié,1.0,Batterie fragilebatterie difficilement démontable.risque de perte de l'étanchéité lors d'un échange batterie
Samsung,Mariam Diallo,Commenté en France le 16 novembre 2019,Achat vérifié,5.0,Commande bien reçue très rapide
Samsung,Decarrierdaparo,Commenté en France le 16 novembre 2019, ? ,5.0,Smartphone en français.  Meilleur prix pour entrée de gamme.  Franchement dans cette gamme de prix vous n'aurez pas mieux.
Samsung,Client d'Amazon,Commenté en France le 15 novembre 2019,Achat vérifié,5.0,bonne fonctionnalité facile - ras
Samsung,Mathys,Commenté en France le 15 novembre 2019,Achat vérifié,5.0,"Très bon téléphone, 1 mois d'utilisation et aucun bug en jouant beaucoup dessus, j'en suis satisfait"
Samsung,van,Commenté en France le 15 novembre 2019,Achat vérifié,3.0,"Je suis déçu que le manuel d'utilisation ne soit pas en français, impossible de le recevoir en langue français, que ce soit via le service client d'amazon ou via samsung!"
Samsung,Oumedjkane,Commenté en France le 15 novembre 2019,Achat vérifié,5.0,"Ce téléphone correspond à mes attentes, facile d'utilisation.Envoie par le vendeur très rapide."
Samsung,Vialleton yannick,Commenté en France le 14 novembre 2019,Achat vérifié,5.0,Pour les besoins de communiqué et pour tout utulisation
Samsung,Client d'Amazon,Commenté en France le 14 novembre 2019,Achat vérifié,5.0,"J'ai eu un mail qui indique que je n'ai pas retiré cet article en point relais et qu'on allait me rembourser, alors que je suis allée le chercher la semaine dernière.Il est inutile de me rembourser, j'ai bien le téléphone en ma possession et il convient très bien !(Idem pour la protection qui faisait partie de la même commande)"
Samsung,Sacha Samsa,Commenté en France le 13 novembre 2019,Achat vérifié,4.0,"reçu un jour avant , pas encore testé, pour l'instant rien a dire, une super affaire pour le meilleur téléphone d'entrée de gamme Samsung"
Samsung,LEFEBVRE,Commenté en France le 13 novembre 2019,Achat vérifié,5.0,Super contente de mon achat je recommande comme dit dans les comentaireLe chargeur pas de bonne qualitéMais on peu toujours  en acheter un part la suite après plusieurs jours  d utilisation je peu confirmé  sa rapidité  et il fait de super photo ravie
Samsung,Celine,Commenté en France le 13 novembre 2019,Achat vérifié,5.0,Très bon téléphone
Samsung,BUSCHIAZZO marie,Commenté en France le 13 novembre 2019,Achat vérifié,5.0,pour téléphoner
Samsung,Lawal,Commenté en France le 12 novembre 2019,Achat vérifié,5.0,"Mes enfants sont très contents car il est de bonne qualité et très léger, super merci"
Samsung,moteur power fonction,Commenté en France le 12 novembre 2019,Achat vérifié,5.0,Téléphone livré rapidement et conforme à mes attentes.Facile d'utilisation et adapté pour ma fille de 12 ans.Elle est ravie !
Samsung,Client d'Amazon,Commenté en France le 11 novembre 2019,Achat vérifié,5.0,Je recommande ce téléphone acheter pour mon fils très content
Samsung,bonnassieux sarah,Commenté en France le 11 novembre 2019,Achat vérifié,5.0,"Bien, mais un bémol sur la mémoire à ce prix, insuffisant."
Samsung,Edwige,Commenté en France le 11 novembre 2019,Achat vérifié,4.0,Bien
Samsung,Monnier René-Frédéric,Commenté en France le 11 novembre 2019,Achat vérifié,5.0,lire mes message ou envoyer des mail.
Samsung,Alison,Commenté en France le 11 novembre 2019,Achat vérifié,5.0,Super
Samsung,posthumus andre,Commenté en France le 11 novembre 2019,Achat vérifié,4.0,Très bien
Samsung,HOAREAU Huguette,Commenté en France le 11 novembre 2019,Achat vérifié,5.0,Usage professionnel et personnelUtilisation aisée
Samsung,Harfouche Mokhtar,Commenté en France le 10 novembre 2019,Achat vérifié,1.0,Le smart phone est bloquéJe ne pouvais pas utiliser Vb mat carte SIM
Samsung,Titi,Commenté en France le 10 novembre 2019,Achat vérifié,5.0,Facilement à utiliser top
Samsung,rmamie,Commenté en France le 10 novembre 2019,Achat vérifié,4.0,facile a utiliser
Samsung,GODILLOT Pascal Laurence,Commenté en France le 9 novembre 2019,Achat vérifié,5.0,Acheté pour remplacer mon ancien tél qui beugué..pas déçu..tel reconditionné.. emballage nickel.. facilité de mise en marche.. plein de fonctionnalités que j'avais pas sur l'ancien.. notamment stokage.. photos très jolie.. aucun regret
Samsung,Client d'Amazon,Commenté en France le 8 novembre 2019,Achat vérifié,5.0,je recommande il et super coule jen recommanderais un et je pourrais faire aussi des cadeau au besoin
Samsung,Jean-Marc ,Commenté en France le 8 novembre 2019,Achat vérifié,5.0,Qualité prix un bon téléphone
Samsung,Seghir tissar,Commenté en France le 8 novembre 2019,Achat vérifié,5.0,Bien
Samsung,Jeremy,Commenté en France le 7 novembre 2019,Achat vérifié,4.0,"Que dire du A10 ,on va commencer par son rapport qualité prix qui je pense est imbattable, sa facilité d'utilisation pour vous dire le téléphone a etait offert a mon père âgée de 67 ans qui n'est pas ami avec la technologie donc facile a l'utilisation et la mise en route, bonne qualité d'image tient bien la batterie je recommande ce téléphone."
Samsung,abdenour djebbar,Commenté en France le 7 novembre 2019,Achat vérifié,4.0,super
Samsung,Wolter Laurence,Commenté en France le 6 novembre 2019,Achat vérifié,5.0,Mon fils en est très content
Samsung,Wakrim,Commenté en France le 6 novembre 2019,Achat vérifié,5.0,Tres bon qualité prix.jle conseil vraiment.
Samsung,Bolongaro,Commenté en France le 6 novembre 2019,Achat vérifié,4.0,Très contente de mon achat
Samsung,jean michel lopez,Commenté en France le 4 novembre 2019,Achat vérifié,5.0,"super satisfait, pour faire un cadeau parfait, fluide et clair , sa grande taille est aprécié je recommande !!!"
Samsung,Valentin,Commenté en France le 4 novembre 2019,Achat vérifié,5.0,Bien
Samsung,RAZAFINDRASELINA JOCELYNA,Commenté en France le 4 novembre 2019,Achat vérifié,5.0,A plus de valeur pour moi que le S10 qui coute tres chèr.
Samsung,titine,Commenté en France le 4 novembre 2019,Achat vérifié,5.0,"Habituée aux Samsung, ravie de ce modèle"
Samsung,priscilla,Commenté en France le 3 novembre 2019,Achat vérifié,5.0,Recu a l'instant emballage nickel prise en main facile.Acheté  en dépannage suite à la mort du galaxy s8+ évidemment un dimanche.
Samsung,Melissa,Commenté en France le 3 novembre 2019,Achat vérifié,5.0,"Parfait pour son prix, reçu téléphone neuf pas ouvert très bien emballé! Seul petit truc c'est l'appareil photo qui n'est pas top sinon il et bien"
Samsung,bauduin thierry,Commenté en France le 3 novembre 2019,Achat vérifié,5.0,Très bien
Samsung,Client d'Amazon,Commenté en France le 3 novembre 2019,Achat vérifié,5.0,"Je l’ai acheté pour mon père, ravi du cadeau.Impeccable."
Samsung,Marques cardoso Catherine,Commenté en France le 1 novembre 2019,Achat vérifié,5.0,Très bien
Samsung,Cece,Commenté en France le 1 novembre 2019,Achat vérifié,5.0,Rien à dire parfait
