content,score,thumbsUpCount,reviewCreatedVersion,at,app
"Contenu sympa mais interface pas intuitive du tout. La navigation n'est pas fluide du tout, et si le code parental est en place, il faut refaire le code avant chaques épisodes donc on ne peut pas enchaîner la série. En plus il faut passer l'intro ensuite passer le générique avant de commencer.",3,2,3.0.268.28447,2020-05-01 21:20:56,prime
"manquer de documentaire , pas de film récent tout juste sortie en dvd il y a surtout des film TV quelques film sortie au top 10 en salle cinéma mais trop peux, la recherche de film par mot clés et pas au point . Si non niveaux série il y a du bon choix et pour ce que j'ai vue en français . (encore heureux ON es sur le marcher fr qd mm ) Si non pas de beug en vidéo même avec mon vieux s4 (samsung s4) je recommande quand même car je suis sur du mieux à venir",4,1,3.0.253.188041,2019-07-08 22:45:58,prime
"A quoi bon payer un abonnement pour avoir des pubs (bande annonce pour les films et séries de la plateforme elle même) avant de lancer le/la film/serie? Et les BUG à chaque fois que on quitte l'appli qui remettent les épisodes à 0, ou tout simplement quand le film ou série ne se lancent pas au clic. Obligé de redémarrer l'appli 2 ou 3 fois pour que le film ce lance.",1,32,3.0.264.73847,2020-03-10 09:17:31,prime
"Très bon rapport qualité-prix lorsqu'on est client Amazon Prime. J'ai trouvé plusieurs séries que j'avais très envie de revoir. Les informations disponibles sur les acteurs sont intéressantes, dommage quelles ne concernent guère leur rôle dans les séries.",5,13,3.0.247.92241,2019-06-14 22:50:50,prime
"via l'appli amazon prime video, tout fonctionne bien mais dès qu'on veut caster la vidéo, ca ne fonctionne pas (le pb ne vient pas du Chromecast qui fonctionne tres bien avec youtube). dommage qu'il n'y ait pas de contenu récent également. on a vite fait le tour des choix.",3,2,3.0.267.38047,2020-04-13 14:58:49,prime
"A part les productions prime vidéo (peu nombreuses), il n'y a pas de films ou séries récentes, même sur des vieilles production on se retrouve souvent avec des vo et aucune VF. En bref, un service streaming très limité, ne prenez pas l'abonnement prime dans l'optique d'avoir de bons streaming",2,8,3.0.261.16341,2019-12-18 10:11:27,prime
Beaucoup de navets mais quelques merveilleuses pépites (the boys good o mens etc.....). Quelques films sympa. Un prix défiant toute concurrence !,5,0,,2020-09-18 15:07:45,prime
Bien. J'aime la possibilité de pouvoir télécharger une saison d'une série en un seul clic. Mais nombre de films limité en téléchargement cependant. Les pitch sont plus précis ou détaillés que sur Netflix je trouve.,4,0,3.0.261.16341,2020-02-04 22:54:52,prime
"Cette appli est bien MAIS 1- Quand on regarde plusieurs épisodes à la suite et que l'on ferme l'application, puis on retoune sur l'app il y a marqué reprendre episode 7 par exemple alors que j'ai regardé les 9 premiers épisodes super me direz-vous 2- Quand on veut mettre un film/série sur la télé il y a un icône et de temps en temps il part en vacances ou au beau milieu du film ou épisode ça s'arrête d'un coup 3- Quand je regarde un animé en VO sous-titré français c'est comme la 2 vacances!",3,4,3.0.273.24645,2020-07-20 01:03:01,prime
"Une appli au top , qui permet d'accéder à Amazon prime vidéo, et , la decouverte d'amazon prime , et , tout les avantages inclus , m'ont vraiment apportés un immense bonheur que d'avoir souscrit à Amazon prime . toujours de grosse bonne surprise avec Amazon qui nous apporte que le meilleur pour la satisfaction du client .",5,6,3.0.272.16345,2020-06-16 13:55:31,prime
"Film de bonne qualité. 3 étoiles car: - tout les film ne peuvent pas être enregistré pour les visionner hors réseaux, ce qui est vraiment dommage - beaucoup de vieux film inutiles et pas assez de choix dans les récents Sinon je conseille vivement mais s'il vous plaît actualiser vos films !!! Merci 😊",3,2,3.0.272.16347,2020-06-21 22:17:16,prime
Interface à modifier.,3,0,3.0.287.13947,2021-01-07 12:45:37,prime
"L'application en elle même est hyper intuitive, j'adore l'utiliser :). Mais je ne mets pas 4 ou 5 car les séries et films sont un peu vieux, on aimerait évidemment avoir les même style de séries événement que sur Netflix. Mais assez bonne appli dans l'ensemble.",3,1,3.0.254.64141,2019-08-18 22:17:11,prime
"Super catalogue mais lergonomie laisse a desirer. Et il y a un serieux souci dans la promotion des nouveaux programmes , rien nindiquent le jour de sortie. Des series sont presentes mais il ny a que lepisode zero depuis des mois sans savoir quand ca va sortir...",4,1,3.0.237.49141,2018-10-16 19:43:27,prime
"Il y a des séries qui sont sorti en français et sont toujours en anglais sur Prime...je trouve ça dommage, puisque le lecteur est vraiment pratique...j'aime bien savoir les infos sur les personnages de chaque séries.",3,0,3.0.269.106747,2020-05-10 16:23:56,prime
Beaucoup de choix .facile d'accès. Une seule remarque importante : il arrive que je doive interrompre une session de visionnaire et le lendemain la série à disparu. Impossible de la réouverture. C'est frustrant,5,0,3.0.261.16341,2020-01-16 22:24:50,prime
"Au début c'était bien, maintenant ça devient n'importe quoi je ne m'y retrouve avec ce qui est payant et ce qu'il est pas. Sachant que je paye déjà un abonnement je pense que je pourrais avoir plus de chose sur Prime... Dommage",3,0,,2020-05-08 08:13:47,prime
"Je suis une abonnée Amazon prime pour les achats en ligne et avoir cette appli vidéos, quelle joie ! Je n'ai pas trop le temps de l'expérimenter mais je la trouve bien pour le moment. Manque certaines séries que jaimerais bien rattraper comme par Dr Bull...",4,0,3.0.270.63947,2020-06-08 08:05:37,prime
"J'adore prime vidéo! J'y ai trouvé plusieurs séries très intéressantes et des films datant des années 90! Je le recommande vivement! Autant de film en anglais qu'en français, c'est vraiment génial!",5,5,3.0.272.16347,2020-06-21 03:04:44,prime
"Bonne application, Je n'ai jamais eu de problème, je peux toujours reprendre un visionnement facilement, changer de langue audio. J'adore l'affichage des acteurs qui sont en scène lorsqu'on clique sur l'écran.",5,6,3.0.261.16341,2020-01-23 12:43:12,prime
Il y a des pubs d'autre film sur chaque épisodes. Ce qui est bien c'est qu'il nous indique le nom de l'acteur qui joue et le nom de la musique dans les différentes scène. Mais je n'apprécie pas trop l'interface elle est trop flou pour moi.,3,0,,2020-02-19 13:52:58,prime
"Dommage qu'un certain nombre (important) de contenu ne soit pas disponible en français, la langue du pays d'utilisation de l'appli devrait être disponible automatiquement. Sinon pour le reste c'est pas mal.",3,0,3.0.257.54541,2019-10-15 18:50:25,prime
"j'adore primé video, similaire au géant net.... mais à un tarif nettement plus légitime , des programmes super sympa notamment série pré ados, peut être faudrait il plus de films et séries , néanmoins pour le tarif et les avantages proposés., c'est parfait..plus cher je n'aurais pas souscrit ...",5,4,3.0.254.64141,2019-08-10 11:52:28,prime
"Comme Netflix, ne peut pas se mettre à jour sur Ipad ios 10 parce qu""'il faut ios 12... sauf que Apple ne propose pas de mettre à jour la version ios. Pourquoi les applis ne s'adaptent pas plutôt que de rendre nous appareils obsolètes alors qu'ils fonctionnent très bien. Dommage. C'est moche comme politique.",1,4,3.0.265.20347,2020-04-05 12:38:01,prime
l'application marché impeccable quand je veux mettre un film ça ne marche plus l'abonnement et payer et ça marque toujours un problème dans l'application et ça n'a pas arrangé avec la dernière mise à jour que dois-je faire réinstaller enfin je veux dire supprimer réinstaller où d'autres personnes on le même genre de problème viens de désinstaller et réinstaller et le problème persiste toujours que dois-je faire merci je paye un abonnement pour rien,2,0,,2019-01-02 21:32:57,prime
"Très bonne application je retrouve tout ce dont j'ai besoin, exactement comme la page web.",5,0,3.0.279.35945,2020-09-12 01:00:04,prime
"Application très facile à maîtriser, simple et conviviale. Lecture, téléchargement, recherche... Des astuces intéressantes lors de la lecture des vidéos (lien hypertexte et contextuel vers les acteurs actifs à l'écran...). Je recommande.",5,1,3.0.268.28447,2020-04-26 18:47:37,prime
"Problème depuis la mise à jour, l'application se ferme toute seule quelques secondes après.",1,0,3.0.279.35947,2020-09-15 23:52:45,prime
Bien dans l'ensemble mais pas assez de films récents. Pas mal de films intéressants mais non disponibles en version française audio. Un gros bonus pour la mise en place du système Cast qui manquait énormément.,3,5,3.0.253.190841,2019-07-11 23:44:36,prime
"Pourquoi est ce que l'on ne peut pas filtrer les films par langue ? C'est vraiment pénible de ne pas avoir de facilité de recherche par sa langue préférée. On y trouve aussi quelques vieux films qui ne me plaisent pas forcément. Le logiciel quant à lui n'est pas à la hauteur de ce que fait Netflix, notamment dans la gestion de l'avance ou recul rapide. On a vraiment l'impression de se retrouver avec un ancien logiciel que l'on tente coûte que coûte de le mettre à niveau. Bref, pas encore top top",3,3,3.0.261.16341,2020-01-05 14:02:03,prime
"Très complet niveau catalogue des séries, cependant certaines séries devrait être ajouté avec tout leur saison et pas juste une seule. Exemple : ne pas mettre une seule saison sur 5 d'une série d'animation ou autre.",4,0,3.0.258.45141,2019-11-18 20:27:27,prime
"Très bonne appli avec beaucoup de choix et la possibilité de télécharger le contenu pour regarder plus tard comme par exemple le train ou l'avion ... Seul petit bémol, les contenus sont rarement alimenté de nouveautés...",4,0,3.0.236.4641,2018-10-02 17:59:35,prime
"Bonne application, fonctionne très bien sur Sony Xperia je regrette juste que l'on ne puisse pas évaluer les contenus au moyen d'un pouce comme sur Netflix. Sinon rien à redire sur l'application en elle même bonne présentation et bonne ergonomie à l'usage.",4,6,3.0.265.20347,2020-03-27 22:20:02,prime
Ne fonctionne plus cesse de fonctionner au bout de une seconde Désinstaller puis réinstaller aucun changement je vais donc peut-être arrêter l'abonnement,1,2,3.0.279.35947,2020-09-15 22:51:13,prime
"principal défaut, il manque le cast via chrome cast. obligation de passer par google home ce qui oblige a faire tourber via le téléphone et pas la box. le système netflix est bien mieux étudié. manque pas mal de references de films de base qu'on peut s'attendre a retrouver. pas trop de bug",3,5,3.0.247.92241,2019-06-06 19:28:25,prime
Bonnes séries et film. Par contre je trouve insupportable d'avoir des pub pour d'autres séries entre 2 episodes alors que c'est un abonnement payant. Pub qu'il est impossible de supprimer selon certaines applications (ps4) et qu'il faille réagir entre chaque épisode pour sauter cette pub. C'est lourd.,2,11,3.0.264.73847,2020-03-08 10:51:09,prime
"Au début mon mari et moi l'avons pris pour le service de livraison, après un petit tour du menu on a trouvé ça bof mais ces 6 derniers mois waouh! Pleins de séries cultes ou inédites géniales et des tas de films pour tout les goûts! Bref, je recommande sans hésiter.",5,0,3.0.276.247,2020-07-29 22:27:06,prime
"Grand choix de séries, films et documentaires. Téléchargements un peu erratiques et, parfois, réduction incontrôlée de l'image en plein écran lors du visionnage des dits téléchargements. Mais globalement j'en suis très satisfait.",4,0,3.0.261.16341,2020-02-04 12:46:31,prime
Beugs réguliers lors du partage d'écran qui est pourtant bien pensé. Et aujourd'hui il ne reconnaît plus mon abonnement... Il serait intéressant que l'application garde en mémoire les préférences de langue.,2,0,,2020-05-14 20:14:56,prime
"Il y a 2 ans je n aurai mis que 2 étoiles mais aujourd'hui hui Prime Vidéo propose des contenu originaux, de qualité et pour la grande majorité en V.F. , chose que son concurrent est incapable de faire. Alors bravo, je préfère largement avoir moins de contenus que du contenu médiocre et en V.O. Je ne suis pas contre la V.O. mais quand on s implante dans un pays la moindre des choses c est de laisser le choix au consommateur entre la V.F ou la V.O. Continuez ainsi 😁",5,0,3.0.270.65747,2020-06-01 15:53:27,prime
super visuellement tres agreable et les contenus s'étoffe bien depuis les débuts ou le contenu etait un peu léger...je recommande et l'ergonomie et vraiment bien pensé. pour ma part aucun souci pour passer du pc à la télé et ensuite sur le smartphone. Néanmoins je trouve dommage que windows ne propose pas une application comme sur les autres supports.,5,1,3.0.246.15341,2019-05-13 10:51:48,prime
"Pub au lancement de l'app, parfois entre les épisodes et si démarrage de la lecture alors qu'on paye déjà, saisons mal gérés, pourquoi afficher les saisons comme des séries différentes dans l'interface ça alourdit tout génériques parfois mal découpés. Ha et l'ajout de catalogue payant, non complet",1,28,3.0.269.106747,2020-05-04 04:29:03,prime
Je trouve qu il faudrait renouveller un peu les films,3,0,3.0.285.22147,2020-11-26 21:13:53,prime
Super mais beaucoup arrêt problème réseau Wifi alors qu'ils n'en est rien,4,0,3.0.261.16341,2020-12-15 18:34:15,prime
Appli qui fonctionne bien. Large choix de films et de séries plus ou moins anciens mais sympa. Et quelques nouveautés. Large choix de films et séries en version originale c'est bien.,4,0,3.0.261.16341,2020-03-14 08:14:48,prime
Bug quand on essaie d'aller à un moment précis d'une vidéo. Sinon tout le reste est parfait : téléchargement dans la qualité qu'on veut pour quand on est hors ligne et tout ce qu'on peut faire via la version pc on peut le faire ici,3,0,3.0.239.11641,2018-11-11 02:02:37,prime
"Mise à part quelques films ou séries correctes (qui se comptent sur les doigts d'une main..) on a là le pire des series Z.. affligent !!. de plus, les films ou séries dans une autre langue que le français et non sous titrés n'ont aucun intérêt !!! Et pour couronner le tout, il y a désormais des chaines payantes dans lesquelles on trouve bien sur de bien meilleures productions. ..et comme le site principal a rallongé ses délais de livraison, l'intérêt de tout cela est bien moindre...",1,2,3.0.276.247,2020-07-29 19:19:30,prime
"Genial beaucoup mieux que Netflix merci Amazon. Pour ceux qui critiquent le catalogue c'est normal qui est moins de film que le concurrent c'est un service récent qui a moins de 2 ans et je peux vous assurer que pour le prix que vous payer le catalogue grossi très rapidement, pour ceux qui ne savent pas il n'y a pas que les vidéos inclus avec prime il ya d'autres services tres sympas",5,8,3.0.268.28447,2020-04-16 20:38:31,prime
"Bonne application certes, mais alors je l'ai installé sur ma console et mon telephone, et le fait que quand on regarde un film ou serie, ça rame beaucoup trop, on se croirait sur le youtube d'il y a des années, et ça ça pardonne pas!!!",1,3,3.0.258.45141,2019-11-04 04:37:29,prime
Plutôt bien dans l'ensemble . Mais il manque quelques détails comme une liste avec les films en cours de visionnage pour reprendre directement . Sinon la liste de films est très appréciable .,3,0,3.0.261.16341,2020-01-07 07:47:08,prime
"Bonjour, depuis la dernière mise à jour impossible de lancer la moindre série, ce qui marchait très bien avant. L'application, dès l'ouverture, arrête de répondre et ce indéfiniment. Cela fait quelques jours que ça dure j'espère que ce sera réglé rapidement. Utilisation sur chromebook asus.",1,27,3.0.264.73845,2020-03-11 11:45:24,prime
"quelques très bonnes séries (Man in the high castle, Shameless, Amercain gods), mais de l'auto-pub sous forme de minitrailers des séries du site avant chaque épisode vont certainement me décider à me désabonner. Le design n'est pas réussi.",3,0,3.0.240.30741,2019-01-07 18:50:49,prime
Ne peut pas se mettre sur un téléviseur Android TV pas d'appli reconnu. Ça sert à rien de faire ça si c'est pour ne pas pouvoir regarder sur son téléviseur. Netflix eux ça marche.,1,0,3.0.261.16341,2020-01-10 08:54:30,prime
J'adore Amazon Prime vidéo mais revoyez l'interface. Trop de bug avec les sous-titres qui ne s'affiche pas (notamment pour the office. Meilleure série ever avec how i meet your mother mais je m'égare). Allez on bosse sur l'application Amazon allez ! Je mettrai un 5 lorsque cela sera réglé.,2,2,3.0.268.28447,2020-04-18 21:52:21,prime
"Application très très décevante, pas ergonomique du tout, peu de contenu réellement intéressant et surtout impossible d'avoir le son en passant par la chromecast, aucun réglage du son possible, et l'appel pour ""résoudre"" mon problème encore pire. Vraiment une catastrophe",1,3,3.0.261.16341,2019-12-29 11:54:37,prime
"Mais alors aucun intérêt. Déjà je me suis retrouvé abonné à mon insu, je me suis dis autant en profiter pour cette année et découvrir. Mais alors nul que des série qui passent à la tv, certaines séries, les dernières saisons ne sont même pas disponibles alors qu'elles passent le soir à la tv, impossible de caster sur la tv donc obliger de regarder sur smartphone. Je déconseille c'est complètement inutile et bidon. Plus on nous propose de nous abonner encore a d autres chaines bref payer payer...",1,3,3.0.268.28447,2020-04-22 13:41:58,prime
Ça manque de mangas et gros point négatif les films érotiques/x sont publicités entre les films normaux tout comme les films d'horreur... Heureusement mes 2 plus jeunes enfants n'ont pas accès à cette plateforme sans que je sois à côté d'eux. Après ya un large choix de films plus où moins récents. C correcte.,4,3,3.0.265.20347,2020-03-24 08:36:11,prime
"Impossible de regarder les séries (Man in the high castle) en vost, elles sont par défaut en audio française et toutes les autres langues (audio) sont grisées bien que j'ai paramétrer l'app en ENG. Sous titres dispo dans toutes les langues pas de problème sur la même série en Web, elle est dispo en audio ENG mais pas sur l'appli...",1,0,3.0.239.11641,2018-11-16 17:18:29,prime
"Que dire d'une application de streaming où on ne peut pas selectionner, et forcer une qualité video... Oui meme règlé dans les paramètresla qualité change en fonction du debit.... Et ne pas pouvoir monter le volume pas l'écran... Il faudrait vous inspirer de OGyoutube",1,0,3.0.261.16341,2020-02-02 13:20:32,prime
"Comme depuis bien longtemps, sous-titres décalés sur une grande partie des films et séries proposés. Application inutilisable sur de nombreux supports. Décevant.",1,5,3.0.255.13741,2019-08-29 21:25:39,prime
"Déçu, le catalogue des films n'est pas au rendez-vous. Le fonctionnement de l'application hors réseau est laborieux. Si vous relancer la lecture d'une vidéo télécharger avec sous titre ceux ci peuvent mettre plus de 30s avant de réapparaître",2,1,3.0.240.30741,2019-01-16 18:28:51,prime
"Très bonnes séries originales ! L'accès à une période gratuite d'OCS est intéressant. La qualité de l'image est souvent altérée, en revanche. Mais le must reste, à chaque fois qu'on fait pause, l'apparition des acteurs présents à chaque scène (voix off compris) ainsi que le morceau de musique dans la bande son ! Super sympa",4,12,3.0.268.28447,2020-04-27 05:40:16,prime
Du mieux avec la compatibilité Chromecast mais toujours des améliorations à faire. L'affichage des sous-titres ne fonctionne pas en hors connexion et le faite de rechercher l'épisode ou le film en cours après une pause est très pénible....,3,1,3.0.261.16341,2020-01-08 17:05:33,prime
"Merci de proposer les films en versions françaises dans la mesure du possible voir sous-titrés français parce que c'est vraiment nulle de voir que le film qui nous intéresse est souvent soit dans sa langue original, soit en anglais et même pas sous-titré en français !!!!!!",1,3,3.0.264.73847,2020-03-15 18:28:18,prime
"Où sont les bandes annonces des films et séries. On a aucune envie de regarder quoique ce soit quand on sait que ce que sait. Maintenant il y a beaucoup de films payants. On paye déjà un abonnement prime et après il faut encore payer la double facture pour regarder un film les seuls films qui valent le coup d'être regardé. Et en plus c'est rempli de chaînes payantes dont on s'en fout complètement. Et enfin, c'est inadmissible de faire payer pour regarder que des vieux films.",2,22,3.0.273.24647,2020-07-03 22:09:32,prime
"Le contenu est très bien mais difficile à trouver quand on n'a pas un titre en tête. Certaines fonctionnalités mériteraient d'etre plus facilement accessibles durant le visionnage : aller à l'épisode suivant, modification de la langue... Par contre le flux est bon et résiste aux micro coupures réseau.",4,7,3.0.272.16347,2020-06-20 00:12:52,prime
"En fait c'est ma première expérience avec du contenu en ligne sans contrainte. Bien que les choix ne sont pas les plus récents ou les plus variés, j'apprécie ce que j'ai vu. Et l'application est bien faite sur toutes les plateformes que j'ai essayées.",4,0,3.0.237.49141,2018-10-17 23:54:41,prime
"Fonctionne très bien en telechargement anticipé pour préparer un voyage à l'étranger , contrairement à d'autres applications bien connues qui nécessite une connexion internet même si vous avez téléchargé vos films préalablement...",5,2,3.0.237.49141,2018-10-15 03:08:40,prime
Malgré qu'il y ait des épisodes qui sont en anglais alors qu'indiqué en français l'appli est complète et le player fait le job. Les sous titres sont bien traduit et perso j'adore les infos en continu tout au long de la lecture si on s'y intéresse.,5,6,3.0.257.43841,2019-09-27 06:04:27,prime
"Je suis franchement très satisfaite de vidéo prime. les vidéos sont de très très bonne qualité et même en streaming elles passent sans problème. A préciser que je ne les regarde que sur mon smartphone, ça me suffit largement.",5,1,3.0.243.28941,2019-03-31 12:55:17,prime
"Bonne appli, série sympa, en revanche, c'est très chiant que le moment où l'on est rendu dans une série soit perdu à chaque fois faut recherche l'épisode auquel on était rendu et à quel minute on était rendu, corrigez ça svp c'est vrmt chiant",3,1,3.0.258.45141,2019-11-12 19:29:16,prime
"Copie de Netflix mais malheureusement un peu moins bien. Pub obligatoire pour chaque épisode, impossible de voir le numéro de l'épisode en cours juste le titre. Du détail en somme. Autrement, pour un service inclus dans prime et ses avantages, c'est tout bon.",3,0,3.0.243.28941,2019-03-30 21:32:25,prime
"Bonne application en soit avec beaucoup de contenu mais pour ma part j'ai un gros bug d'affichage le son d'un film marche mais l'écran reste noir, après l'écran se freeze et ça fait buguer tout mon appareil en espérant qu'une mise à jour corrigera tout ça.",2,0,3.0.269.106745,2020-05-07 00:03:19,prime
"Mieux depuis l'ajout du profil la fonction Xray (noms et photos des acteurs apparaissant dans une scène) est vraiment très bien. La gestion des genres pourrait être mieux, c'est difficile de trouver des films séries par ce biais.",5,0,3.0.276.247,2020-07-30 19:55:51,prime
C'est mal foutu Je suis certain qu'il y a plein de bonnes séries ou films mais c'est mal agencé la présentation .....mettre des catégories ...des favories ... supprime des trucs que l'on a commencé a regarder mais qui reste quand même en attente .....je ne suis pas seul a regarder Amazon donc mettre des profils etc etc La fonction cast bug,3,1,3.0.268.28447,2020-04-18 19:47:13,prime
"J'ai recu une carte amazon prime video comme quoi je me suis abonnée, hors c'est totalement faux. Je ne regarde jamais vos videos,que je ne vois pas un prélèvements sur mon compte ou ailleur car ça ira très mal. De plus je ne comma de pkus eien sur amazon car trop déçu ((((( A bon entendeur....",1,0,,2019-11-22 11:40:02,prime
Qualité de l application inacceptable sur tablette. Bug systématique sur android. Face à l appli Netflix c est très très en dessous. Du made in France ? De plus aucune réponse d amazon sur le sujet des bugs. Bref désolée mais l appli est totalement minable. Dommage.,1,0,3.0.233.10241,2018-11-04 22:09:18,prime
"Parfait pour ce que j'en fait, c'est à dire regarder deux trois séries non disponible sur netflix ( preacher, into the badland, une nounou d'enfer ...) je n'ai pas encore essayé les créations originales. par contre le catalogue de film est très pauvre. Mais pour euros par mois, c'est suffisant.",4,0,3.0.238.10341,2018-11-02 11:18:01,prime
Sur l'ecran d'accueil sont mélangés les films et séries inclus dans prime vidéo et non inclus...ce qui confirme les dires des clients qui se sentent abusés voir arnaqués...on ne peut définir également le genre et pas d'indication sur l'âge pour le jeune public...si c'est pour copier les autres autant copier les meilleurs non ?,2,3,3.0.273.24647,2020-07-15 20:02:09,prime
"Appli ennuyeuse, les films et séries sont franchement nuls comme Pinnochio. Les médias proposés sont clairement trop anciens pour relever un intérêt et surtout les pubs avant chaque début de films et séries..... insupportables !!!! Vive Netflix !!!! Amazon Prime est top pour les livraisons, il devrait laisser tomber les vidéos !",2,0,3.0.270.65747,2020-05-29 02:19:26,prime
"Cette application est top mais quand on suit une série, et que du jour au lendemain elle a été supprimé, ça énervé un peu. Surtout quand cette série a plusieurs saisons. 👿",4,1,3.0.271.45045,2020-06-08 08:04:22,prime
"Je viens de m'inscrire au service de Amazon prime,je suis en essaie gratuit de 30 jours depuis 3 jours,j'essaie de utiliser l'application sur ma tablette galaxie table 3 mais à chaque fois qui j'ouvre l'application pour voir un film elle s'arrête, impossible donc voir de film donc inutile à garder'je pense que un mise à jour s'impose si non je vais desintaller et annuler mon inscription",1,59,3.0.259.54541,2019-11-10 11:20:44,prime
"J'aime dans l'ensemble, seul bémol, le mode stéréo est inversé pour toute diffusion. Cela passe trés mal au casque audio. (Ne pas tenir compte a propos de la stereo, defaut du casque audio ).",3,1,3.0.269.106745,2020-05-06 01:13:20,prime
Comparer à Netflix je trouve que la navigation est moins fluide et moins intuitive. Pas de possibilité de choisir la langue et cela met automatiquement du français sauf pour certains animes par exemple. cependant si vous les regardez hors connexion vous n'aurez pas les sous titres...,2,4,3.0.241.59241,2019-01-31 07:53:49,prime
"La vidéo freeze, se bloque, alors que les vidéos Netflix fonctionnent bien. Je regarde un film en VO STFR, les dialogues anglais sont correctement sous-titrés, mais pas ceux en espagnol... L'application à 5ans de retard, nul",1,1,3.0.258.45141,2019-11-17 22:15:35,prime
"Pour moi Netflix est le grand frère de la famille qui a fait ses preuves et qui aide les membres de la famille avec succès. Or Prime vidéo serait le petit frère esseyant de refaire la même choses que son grand frère mais sans l'expérience requise, ce qui donne un résultat bien en dessous.",4,1,3.0.247.92241,2019-06-13 05:55:39,prime
Alors très bonne application pour regarder des films et séries le prix est raisonnable mais il serait bien une petite modification certains des films peuvent être regarder problème pour les dialogues qui sont dialogue d'origine et on peut pas mettre les sous-titres français exemple si le film est espagnol langage espagnol sous-titré espagnol ça serait bien si on pouvait modifier cela pour pouvoir mettre le dialogue français et sous-titr sinon bon application pour le reste des films et des séries,5,25,3.0.261.16341,2020-01-03 15:13:03,prime
"Très bonne application, beaucoup de choix, pour tout les goûts et tout les âges. Je recommande!",5,1,3.0.279.35947,2020-09-03 21:17:33,prime
"J'apprécie beaucoup cette appli. Beaucoup de choix de séries, de bons films.... et très accessible financièrement. De plus, ne bug jamais. Je ne regrette pas de m'y être abonnée.",5,0,,2020-05-13 15:32:48,prime
Appli sympa mais il manque le bandeau de videos en cours pour faciliter la reprise comme ce qui peut exister sur netflix,4,0,3.0.279.35947,2020-09-14 09:17:44,prime
"bon catalogue mais l'appli et très perfectible par rapport a Netflix, c le jour et la nuit. Avec la langue qui passe en anglais toute seule, la reprise de lecture tres aléatoire et quelques autres petit détails qu'il faut impérativement corriger, svp merci.",2,8,3.0.244.8541,2019-04-11 23:14:02,prime
"Tout est dans cet appli : recherche facile, création liste des favoris, synchronisation sur tous mes appareils, choix de la qualité d'image et téléchargements des vidéos pour regarder hors connexion. Pour ma part, cela me suffit largement. Je la recommande +++++ C'est la digne concurrente de Netflix. Encore 1 fois...Bravo Amazon ;-))",5,57,3.0.249.1041,2019-06-26 04:58:38,prime
Moyen sans plus...prix abordable pour les étudiants mais applications et contenu à revoir,3,0,,2021-01-02 22:44:14,prime
"Bof bof. Les sous-titres sont écrit en tout petit en blanc, Quasi-illisible. Et là connexion est lente. Des fois il y a 1 décalage entre les paroles et le son. Ce n'est pas fluide. C'est agaçant.",3,4,3.0.273.24647,2020-07-07 21:09:27,prime
"Bonne application, bien faite et plus agréable à prendre en que son concurrent direct. Manque cependant la gestion de plusieurs profils car on est une famille et chercher un film pour les enfants sans avoir de filtres par tranche d'âge, c'est compliqué.",4,1,3.0.254.64141,2019-08-15 20:04:45,prime
Vraiment pas pratique en plus elle retourne au menu principal en plein milieu du film et quand on lance la vidéo au bout d'un certain temps quand on appuie sur l'écran il n'y a même plus le menu qui s'affiche obligé de quitter et relancer,1,2,3.0.264.73847,2020-03-25 23:30:22,prime
Cela fait presque 2 ans que j ai prime vidéo au début je ne regarde pas trop maintenant j y suis de plus en plus,5,0,3.0.282.8445,2020-10-25 16:57:04,prime
"J'aime la fluidité de l'application. Le rapport qualité-prix est excellent. Néanmoins il reste beaucoup d'améliorations à faire notamment la création de profils utilisateurs, le choix dans le catalogue, etc. Néanmoins, je passe beaucoup de temps dessus et je suis assez satisfait 👌🏾",3,0,3.0.246.15341,2019-06-29 03:29:23,prime
Simple d'utilisation. Pas de plantage. temps de réaction assez correct. La gestion des sous titres mériterait d'être améliorée c'est un peu tout ou rien. Pour ce genre d'application tant que le contenu va tout va,4,2,3.0.260.53941,2019-11-28 22:21:27,prime
pas de support Chromecast pas d'image lorsqu'on duplique son écran sur un Chromecast c'est n'importe quoi marre de vos guéguerre entre vous au final vous pénalisée les client. heureusement que cette offre est compris dans Amazon prime car jamais j'aurais dépensé un euros pour un service d'aussi piètre qualité. ne vous étonnez pas si dans ce domaine la concurrence vous écrase,1,1,3.0.241.59241,2019-02-07 22:48:06,prime
"Bonjour, Je suis très content de cette appli pour les séries et films... MAIS je trouve très énervant ce Chromecast car ma tablette trouve plus ma box et mon smartphone non plus. Du coup je paye pour rien c'est génial... si vous avez des infos",3,0,3.0.261.16341,2020-02-08 21:38:51,prime
"impossible d'utiliser amazon prine video avec mon android TV le curseur disparait des qu on lance une video. impossible de revenir en arriere, ajouter des sous-titre vous etes bloqué sur la vidéo... sans ecran tactil vous etes cuit. meme en passant pas un browser... Netfix est bien mieux adapté à ce niveau là...",1,5,3.0.240.30741,2019-01-01 17:42:08,prime
"J'aime bien l'application, sauf que j'ai des fois des problème avec le téléchargement des série , malgré que ma langue par défaut est le français elle se télécharge en anglais. Le support n'a jamais répondu à ma demande de support c pour cela que je mets 4 étoiles pas 5",4,0,3.0.240.23241,2018-12-03 16:06:39,prime
Excellente application que j'utilise vraiment depuis peu. Je l'explore encore un peu et je reviens finaliser mon évaluation.,4,0,,2020-09-30 07:29:17,prime
